SIHcode,City name,IBGE code,,,,
251060,OURO VELHO,2510600,,,,
251065,PARARI,2510659,,,,
251070,PASSAGEM,2510709,,,,
251080,PATOS,2510808,,,,
251090,PAULISTA,2510907,,,,
251100,PEDRA BRANCA,2310506,,,,
251110,PEDRA LAVRADA,2511103,,,,
251120,PEDRAS DE FOGO,2511202,,,,
251130,PIANCO,2511301,,,,
251140,PICUI,2511400,,,,
251150,PILAR,2706901,,,,
251160,PILOES,2511608,,,,
251170,PILOEZINHOS,2511707,,,,
251180,PIRPIRITUBA,2511806,,,,
251190,PITIMBU,2511905,,,,
251200,POCINHOS,2512002,,,,
251203,POCO DANTAS,2512036,,,,
251207,POCO DE JOSE DE MOURA,2512077,,,,
251210,POMBAL,2512101,,,,
251220,PRATA,3152808,,,,
251230,PRINCESA ISABEL,2512309,,,,
251240,PUXINANA,2512408,,,,
251250,QUEIMADAS,2925808,,,,
251260,QUIXABA,2512606,,,,
251270,REMIGIO,2512705,,,,
251272,PEDRO REGIS,2512721,,,,
251274,RIACHAO,2109502,,,,
251275,RIACHAO DO BACAMARTE,2512754,,,,
251276,RIACHAO DO POCO,2512762,,,,
251278,RIACHO DE SANTO ANTONIO,2512788,,,,
251280,RIACHO DOS CAVALOS,2512804,,,,
251290,RIO TINTO,2512903,,,,
251300,SALGADINHO,2513000,,,,
251310,SALGADO DE SAO FELIX,2513109,,,,
251315,SANTA CECILIA,2513158,,,,
251320,SANTA CRUZ,2513208,,,,
251330,SANTA HELENA,2109809,,,,
251335,SANTA INES,2927903,,,,
251340,SANTA LUZIA,2928059,,,,
251350,SANTANA DE MANGUEIRA,2513505,,,,
251360,SANTANA DOS GARROTES,2513604,,,,
251365,JOCA CLAUDINO,2513653,,,,
251370,SANTA RITA,2110203,,,,
251380,SANTA TERESINHA,2513802,,,,
251385,SANTO ANDRE,2513851,,,,
251390,SAO BENTO,2110500,,,,
251392,SAO BENTINHO,2513927,,,,
251394,SAO DOMINGOS DO CARIRI,2513943,,,,
251396,SAO DOMINGOS,2928950,,,,
251398,SAO FRANCISCO,3161106,,,,
251400,SAO JOAO DO CARIRI,2514008,,,,
251410,SAO JOAO DO TIGRE,2514107,,,,
251420,SAO JOSE DA LAGOA TAPADA,2514206,,,,
251430,SAO JOSE DE CAIANA,2514305,,,,
251440,SAO JOSE DE ESPINHARAS,2514404,,,,
251445,SAO JOSE DOS RAMOS,2514453,,,,
251450,SAO JOSE DE PIRANHAS,2514503,,,,
251455,SAO JOSE DE PRINCESA,2514552,,,,
251460,SAO JOSE DO BONFIM,2514602,,,,
251465,SAO JOSE DO BREJO DO CRUZ,2514651,,,,
251470,SAO JOSE DO SABUGI,2514701,,,,
251480,SAO JOSE DOS CORDEIROS,2514800,,,,
251490,SAO MAMEDE,2514909,,,,
251500,SAO MIGUEL DE TAIPU,2515005,,,,
251510,SAO SEBASTIAO DE LAGOA DE ROCA,2515104,,,,
251520,SAO SEBASTIAO DO UMBUZEIRO,2515203,,,,
251530,SAPE,2515302,,,,
251540,SAO VICENTE DO SERIDO,2515401,,,,
251550,SERRA BRANCA,2515500,,,,
251560,SERRA DA RAIZ,2515609,,,,
251570,SERRA GRANDE,2515708,,,,
251580,SERRA REDONDA,2515807,,,,
251590,SERRARIA,2515906,,,,
251593,SERTAOZINHO,2515930,,,,
251597,SOBRADO,2515971,,,,
251600,SOLANEA,2516003,,,,
251610,SOLEDADE,2516102,,,,
251615,SOSSEGO,2516151,,,,
251620,SOUSA,2516201,,,,
251630,SUME,2516300,,,,
251640,TACIMA,2516409,,,,
251650,TAPEROA,2931202,,,,
251660,TAVARES,2516607,,,,
251670,TEIXEIRA,2516706,,,,
251675,TENORIO,2516755,,,,
251680,TRIUNFO,2516805,,,,
251690,UIRAUNA,2516904,,,,
251700,UMBUZEIRO,2517001,,,,
251710,VARZEA,2517100,,,,
251720,VIEIROPOLIS,2517209,,,,
251740,ZABELE,2517407,,,,
260005,ABREU E LIMA,2600054,,,,
260010,AFOGADOS DA INGAZEIRA,2600104,,,,
260020,AFRANIO,2600203,,,,
260030,AGRESTINA,2600302,,,,
260040,AGUA PRETA,2600401,,,,
260050,AGUAS BELAS,2600500,,,,
260060,ALAGOINHA,2500502,,,,
260070,ALIANCA,2600708,,,,
260080,ALTINHO,2600807,,,,
260090,AMARAJI,2600906,,,,
260100,ANGELIM,2601003,,,,
260105,ARACOIABA,2301208,,,,
260110,ARARIPINA,2601102,,,,
260120,ARCOVERDE,2601201,,,,
260130,BARRA DE GUABIRABA,2601300,,,,
260140,BARREIROS,2601409,,,,
260150,BELEM DE MARIA,2601508,,,,
260160,BELEM DE SAO FRANCISCO,2601607,,,,
260170,BELO JARDIM,2601706,,,,
260180,BETANIA,2601805,,,,
260190,BEZERROS,2601904,,,,
260200,BODOCO,2602001,,,,
260210,BOM CONSELHO,2602100,,,,
260220,BOM JARDIM,2102002,,,,
260230,BONITO,2904050,,,,
260240,BREJAO,2602407,,,,
260250,BREJINHO,2602506,,,,
260260,BREJO DA MADRE DE DEUS,2602605,,,,
260270,BUENOS AIRES,2602704,,,,
260280,BUIQUE,2602803,,,,
260290,CABO DE SANTO AGOSTINHO,2602902,,,,
260300,CABROBO,2603009,,,,
260310,CACHOEIRINHA,2603108,,,,
260320,CAETES,2603207,,,,
260330,CALCADO,2603306,,,,
260340,CALUMBI,2603405,,,,
260345,CAMARAGIBE,2603454,,,,
260350,CAMOCIM DE SAO FELIX,2603504,,,,
260360,CAMUTANGA,2603603,,,,
260370,CANHOTINHO,2603702,,,,
260380,CAPOEIRAS,2603801,,,,
260390,CARNAIBA,2603900,,,,
260392,CARNAUBEIRA DA PENHA,2603926,,,,
260400,CARPINA,2604007,,,,
260410,CARUARU,2604106,,,,
260415,CASINHAS,2604155,,,,
260420,CATENDE,2604205,,,,
260430,CEDRO,2303808,,,,
260440,CHA DE ALEGRIA,2604403,,,,
260450,CHA GRANDE,2604502,,,,
260460,CONDADO,2504504,,,,
260470,CORRENTES,2604700,,,,
260480,CORTES,2604809,,,,
260490,CUMARU,2604908,,,,
260500,CUPIRA,2605004,,,,
260510,CUSTODIA,2605103,,,,
260515,DORMENTES,2605152,,,,
260520,ESCADA,2605202,,,,
260530,EXU,2605301,,,,
260540,FEIRA NOVA,2605400,,,,
260545,FERNANDO DE NORONHA,2605459,,,,
260550,FERREIROS,2605509,,,,
260560,FLORES,2605608,,,,
260570,FLORESTA,2605707,,,,
260580,FREI MIGUELINHO,2605806,,,,
260590,GAMELEIRA,2605905,,,,
260600,GARANHUNS,2606002,,,,
260610,GLORIA DO GOITA,2606101,,,,
260620,GOIANA,3127388,,,,
260630,GRANITO,2606309,,,,
260640,GRAVATA,2606408,,,,
260650,IATI,2606507,,,,
260660,IBIMIRIM,2606606,,,,
260670,IBIRAJUBA,2606705,,,,
260680,IGARASSU,2606804,,,,
260690,IGUARACY,2606903,,,,
260700,INAJA,2607000,,,,
260710,INGAZEIRA,2607109,,,,
260720,IPOJUCA,2607208,,,,
260730,IPUBI,2607307,,,,
260740,ITACURUBA,2607406,,,,
260750,ITAIBA,2607505,,,,
260760,ILHA DE ITAMARACA,2607604,,,,
260765,ITAMBE,2915809,,,,
260770,ITAPETIM,2607703,,,,
260775,ITAPISSUMA,2607752,,,,
260780,ITAQUITINGA,2607802,,,,
260790,JABOATAO DOS GUARARAPES,2607901,,,,
260795,JAQUEIRA,2607950,,,,
260800,JATAUBA,2608008,,,,
260805,JATOBA,2105450,,,,
260810,JOAO ALFREDO,2608107,,,,
260820,JOAQUIM NABUCO,2608206,,,,
260825,JUCATI,2608255,,,,
260830,JUPI,2608305,,,,
260840,JUREMA,2608404,,,,
260845,LAGOA DO CARRO,2608453,,,,
260850,LAGOA DE ITAENGA,2608503,,,,
260860,LAGOA DO OURO,2608602,,,,
260870,LAGOA DOS GATOS,2608701,,,,
260875,LAGOA GRANDE,3137536,,,,
260880,LAJEDO,2608800,,,,
260890,LIMOEIRO,2608909,,,,
260900,MACAPARANA,2609006,,,,
260910,MACHADOS,2609105,,,,
260915,MANARI,2609154,,,,
260920,MARAIAL,2609204,,,,
260930,MIRANDIBA,2609303,,,,
260940,MORENO,2609402,,,,
260950,NAZARE DA MATA,2609501,,,,
260960,OLINDA,2609600,,,,
260970,OROBO,2609709,,,,
260980,OROCO,2609808,,,,
260990,OURICURI,2609907,,,,
261000,PALMARES,2610004,,,,
261010,PALMEIRINA,2610103,,,,
261020,PANELAS,2610202,,,,
261030,PARANATAMA,2610301,,,,
261040,PARNAMIRIM,2610400,,,,
261050,PASSIRA,2610509,,,,
261060,PAUDALHO,2610608,,,,
261070,PAULISTA,2510907,,,,
261080,PEDRA,2610806,,,,
261090,PESQUEIRA,2610905,,,,
261100,PETROLANDIA,2611002,,,,
261110,PETROLINA,2611101,,,,
261120,POCAO,2611200,,,,
261130,POMBOS,2611309,,,,
261140,PRIMAVERA,1506104,,,,
261150,QUIPAPA,2611507,,,,
261153,QUIXABA,2512606,,,,
261160,RECIFE,2611606,,,,
261170,RIACHO DAS ALMAS,2611705,,,,
261180,RIBEIRAO,2611804,,,,
261190,RIO FORMOSO,2611903,,,,
261200,SAIRE,2612000,,,,
261210,SALGADINHO,2513000,,,,
261220,SALGUEIRO,2612208,,,,
261230,SALOA,2612307,,,,
261240,SANHARO,2612406,,,,
261245,SANTA CRUZ,2513208,,,,
261247,SANTA CRUZ DA BAIXA VERDE,2612471,,,,
261250,SANTA CRUZ DO CAPIBARIBE,2612505,,,,
261255,SANTA FILOMENA,2612554,,,,
261260,SANTA MARIA DA BOA VISTA,2612604,,,,
261270,SANTA MARIA DO CAMBUCA,2612703,,,,
261280,SANTA TEREZINHA,2928505,,,,
261290,SAO BENEDITO DO SUL,2612901,,,,
261300,SAO BENTO DO UNA,2613008,,,,
261310,SAO CAITANO,2613107,,,,
261320,SAO JOAO,2613206,,,,
261330,SAO JOAQUIM DO MONTE,2613305,,,,
261340,SAO JOSE DA COROA GRANDE,2613404,,,,
261350,SAO JOSE DO BELMONTE,2613503,,,,
261360,SAO JOSE DO EGITO,2613602,,,,
261370,SAO LOURENCO DA MATA,2613701,,,,
261380,SAO VICENTE FERRER,2111706,,,,
261390,SERRA TALHADA,2613909,,,,
261400,SERRITA,2614006,,,,
261410,SERTANIA,2614105,,,,
261420,SIRINHAEM,2614204,,,,
261430,MOREILANDIA,2614303,,,,
261440,SOLIDAO,2614402,,,,
261450,SURUBIM,2614501,,,,
261460,TABIRA,2614600,,,,
261470,TACAIMBO,2614709,,,,
261480,TACARATU,2614808,,,,
261485,TAMANDARE,2614857,,,,
261500,TAQUARITINGA DO NORTE,2615003,,,,
261510,TEREZINHA,2615102,,,,
261520,TERRA NOVA,2931707,,,,
261530,TIMBAUBA,2615300,,,,
261540,TORITAMA,2615409,,,,
261550,TRACUNHAEM,2615508,,,,
261560,TRINDADE,5221403,,,,
261570,TRIUNFO,2516805,,,,
261580,TUPANATINGA,2615805,,,,
261590,TUPARETAMA,2615904,,,,
261600,VENTUROSA,2616001,,,,
261610,VERDEJANTE,2616100,,,,
261618,VERTENTE DO LERIO,2616183,,,,
261620,VERTENTES,2616209,,,,
261630,VICENCIA,2616308,,,,
261640,VITORIA DE SANTO ANTAO,2616407,,,,
261650,XEXEU,2616506,,,,
270010,AGUA BRANCA,2700102,,,,
270020,ANADIA,2700201,,,,
270030,ARAPIRACA,2700300,,,,
270040,ATALAIA,2700409,,,,
270050,BARRA DE SANTO ANTONIO,2700508,,,,
270060,BARRA DE SAO MIGUEL,2700607,,,,
270070,BATALHA,2700706,,,,
270080,BELEM,2700805,,,,
270090,BELO MONTE,2700904,,,,
270100,BOCA DA MATA,2701001,,,,
270110,BRANQUINHA,2701100,,,,
270120,CACIMBINHAS,2701209,,,,
270130,CAJUEIRO,2701308,,,,
270135,CAMPESTRE,2701357,,,,
270140,CAMPO ALEGRE,2701407,,,,
270150,CAMPO GRANDE,2701506,,,,
270160,CANAPI,2701605,,,,
270170,CAPELA,2701704,,,,
270180,CARNEIROS,2701803,,,,
270190,CHA PRETA,2701902,,,,
270200,COITE DO NOIA,2702009,,,,
270210,COLONIA LEOPOLDINA,2702108,,,,
270220,COQUEIRO SECO,2702207,,,,
270230,CORURIPE,2702306,,,,
270235,CRAIBAS,2702355,,,,
270240,DELMIRO GOUVEIA,2702405,,,,
270250,DOIS RIACHOS,2702504,,,,
270255,ESTRELA DE ALAGOAS,2702553,,,,
270260,FEIRA GRANDE,2702603,,,,
270270,FELIZ DESERTO,2702702,,,,
270280,FLEXEIRAS,2702801,,,,
270290,GIRAU DO PONCIANO,2702900,,,,
270300,IBATEGUARA,2703007,,,,
270310,IGACI,2703106,,,,
270320,IGREJA NOVA,2703205,,,,
270330,INHAPI,2703304,,,,
270340,JACARE DOS HOMENS,2703403,,,,
270350,JACUIPE,2703502,,,,
270360,JAPARATINGA,2703601,,,,
270370,JARAMATAIA,2703700,,,,
270375,JEQUIA DA PRAIA,2703759,,,,
270380,JOAQUIM GOMES,2703809,,,,
270390,JUNDIA,2703908,,,,
270400,JUNQUEIRO,2704005,,,,
270410,LAGOA DA CANOA,2704104,,,,
270420,LIMOEIRO DE ANADIA,2704203,,,,
270430,MACEIO,2704302,,,,
270440,MAJOR ISIDORO,2704401,,,,
270450,MARAGOGI,2704500,,,,
270460,MARAVILHA,2704609,,,,
270470,MARECHAL DEODORO,2704708,,,,
270480,MARIBONDO,2704807,,,,
270490,MAR VERMELHO,2704906,,,,
270500,MATA GRANDE,2705002,,,,
270510,MATRIZ DE CAMARAGIBE,2705101,,,,
270520,MESSIAS,2705200,,,,
270530,MINADOR DO NEGRAO,2705309,,,,
270540,MONTEIROPOLIS,2705408,,,,
270550,MURICI,2705507,,,,
270560,NOVO LINO,2705606,,,,
270570,OLHO D'AGUA DAS FLORES,2705705,,,,
270580,OLHO D'AGUA DO CASADO,2705804,,,,
270590,OLHO D'AGUA GRANDE,2705903,,,,
270600,OLIVENCA,2706000,,,,
270610,OURO BRANCO,2706109,,,,
270620,PALESTINA,2706208,,,,
270630,PALMEIRA DOS INDIOS,2706307,,,,
270640,PAO DE ACUCAR,2706406,,,,
270642,PARICONHA,2706422,,,,
270644,PARIPUEIRA,2706448,,,,
270650,PASSO DE CAMARAGIBE,2706505,,,,
270660,PAULO JACINTO,2706604,,,,
270670,PENEDO,2706703,,,,
270680,PIACABUCU,2706802,,,,
270690,PILAR,2706901,,,,
270700,PINDOBA,2707008,,,,
270710,PIRANHAS,2707107,,,,
270720,POCO DAS TRINCHEIRAS,2707206,,,,
270730,PORTO CALVO,2707305,,,,
270740,PORTO DE PEDRAS,2707404,,,,
270750,PORTO REAL DO COLEGIO,2707503,,,,
270760,QUEBRANGULO,2707602,,,,
270770,RIO LARGO,2707701,,,,
270780,ROTEIRO,2707800,,,,
270790,SANTA LUZIA DO NORTE,2707909,,,,
270800,SANTANA DO IPANEMA,2708006,,,,
270810,SANTANA DO MUNDAU,2708105,,,,
270820,SAO BRAS,2708204,,,,
270830,SAO JOSE DA LAJE,2708303,,,,
270840,SAO JOSE DA TAPERA,2708402,,,,
270850,SAO LUIS DO QUITUNDE,2708501,,,,
270860,SAO MIGUEL DOS CAMPOS,2708600,,,,
270870,SAO MIGUEL DOS MILAGRES,2708709,,,,
270880,SAO SEBASTIAO,2708808,,,,
270890,SATUBA,2708907,,,,
270895,SENADOR RUI PALMEIRA,2708956,,,,
270900,TANQUE D'ARCA,2709004,,,,
270910,TAQUARANA,2709103,,,,
270915,TEOTONIO VILELA,2709152,,,,
270920,TRAIPU,2709202,,,,
270930,UNIAO DOS PALMARES,2709301,,,,
270940,VICOSA,2709400,,,,
280010,AMPARO DE SAO FRANCISCO,2800100,,,,
280020,AQUIDABA,2800209,,,,
280030,ARACAJU,2800308,,,,
280040,ARAUA,2800407,,,,
280050,AREIA BRANCA,2401107,,,,
280060,BARRA DOS COQUEIROS,2800605,,,,
280067,BOQUIM,2800670,,,,
280070,BREJO GRANDE,2800704,,,,
280100,CAMPO DO BRITO,2801009,,,,
280110,CANHOBA,2801108,,,,
280120,CANINDE DE SAO FRANCISCO,2801207,,,,
280130,CAPELA,2701704,,,,
280140,CARIRA,2801405,,,,
280150,CARMOPOLIS,2801504,,,,
280160,CEDRO DE SAO JOAO,2801603,,,,
280170,CRISTINAPOLIS,2801702,,,,
280190,CUMBE,2801900,,,,
280200,DIVINA PASTORA,2802007,,,,
280210,ESTANCIA,2802106,,,,
280220,FEIRA NOVA,2605400,,,,
280230,FREI PAULO,2802304,,,,
280240,GARARU,2802403,,,,
280250,GENERAL MAYNARD,2802502,,,,
280260,GRACHO CARDOSO,2802601,,,,
280270,ILHA DAS FLORES,2802700,,,,
280280,INDIAROBA,2802809,,,,
280290,ITABAIANA,2506905,,,,
280300,ITABAIANINHA,2803005,,,,
280310,ITABI,2803104,,,,
280320,ITAPORANGA D'AJUDA,2803203,,,,
280330,JAPARATUBA,2803302,,,,
280340,JAPOATA,2803401,,,,
280350,LAGARTO,2803500,,,,
280360,LARANJEIRAS,2803609,,,,
280370,MACAMBIRA,2803708,,,,
280380,MALHADA DOS BOIS,2803807,,,,
280390,MALHADOR,2803906,,,,
280400,MARUIM,2804003,,,,
280410,MOITA BONITA,2804102,,,,
280420,MONTE ALEGRE DE SERGIPE,2804201,,,,
280430,MURIBECA,2804300,,,,
280440,NEOPOLIS,2804409,,,,
280445,NOSSA SENHORA APARECIDA,2804458,,,,
280450,NOSSA SENHORA DA GLORIA,2804508,,,,
280460,NOSSA SENHORA DAS DORES,2804607,,,,
280470,NOSSA SENHORA DE LOURDES,2804706,,,,
280480,NOSSA SENHORA DO SOCORRO,2804805,,,,
280490,PACATUBA,2309706,,,,
280500,PEDRA MOLE,2805000,,,,
280510,PEDRINHAS,2805109,,,,
280520,PINHAO,4119301,,,,
280530,PIRAMBU,2805307,,,,
280540,POCO REDONDO,2805406,,,,
280550,POCO VERDE,2805505,,,,
280560,PORTO DA FOLHA,2805604,,,,
280570,PROPRIA,2805703,,,,
280580,RIACHAO DO DANTAS,2805802,,,,
280590,RIACHUELO,2410900,,,,
280600,RIBEIROPOLIS,2806008,,,,
280610,ROSARIO DO CATETE,2806107,,,,
280620,SALGADO,2806206,,,,
280630,SANTA LUZIA DO ITANHY,2806305,,,,
280640,SANTANA DO SAO FRANCISCO,2806404,,,,
280650,SANTA ROSA DE LIMA,4215604,,,,
280660,SANTO AMARO DAS BROTAS,2806602,,,,
280670,SAO CRISTOVAO,2806701,,,,
280680,SAO DOMINGOS,2928950,,,,
280690,SAO FRANCISCO,3161106,,,,
280700,SAO MIGUEL DO ALEIXO,2807006,,,,
280710,SIMAO DIAS,2807105,,,,
280720,SIRIRI,2807204,,,,
280730,TELHA,2807303,,,,
280740,TOBIAS BARRETO,2807402,,,,
280750,TOMAR DO GERU,2807501,,,,
280760,UMBAUBA,2807600,,,,
290010,ABAIRA,2900108,,,,
290020,ABARE,2900207,,,,
290030,ACAJUTIBA,2900306,,,,
290035,ADUSTINA,2900355,,,,
290040,AGUA FRIA,2900405,,,,
290050,ERICO CARDOSO,2900504,,,,
290060,AIQUARA,2900603,,,,
290070,ALAGOINHAS,2900702,,,,
290080,ALCOBACA,2900801,,,,
290090,ALMADINA,2900900,,,,
290100,AMARGOSA,2901007,,,,
290110,AMELIA RODRIGUES,2901106,,,,
290115,AMERICA DOURADA,2901155,,,,
290120,ANAGE,2901205,,,,
290130,ANDARAI,2901304,,,,
290135,ANDORINHA,2901353,,,,
290140,ANGICAL,2901403,,,,
290150,ANGUERA,2901502,,,,
290160,ANTAS,2901601,,,,
290170,ANTONIO CARDOSO,2901700,,,,
290180,ANTONIO GONCALVES,2901809,,,,
290190,APORA,2901908,,,,
290195,APUAREMA,2901957,,,,
290200,ARACATU,2902005,,,,
290205,ARACAS,2902054,,,,
290210,ARACI,2902104,,,,
290220,ARAMARI,2902203,,,,
290225,ARATACA,2902252,,,,
290230,ARATUIPE,2902302,,,,
290240,AURELINO LEAL,2902401,,,,
290250,BAIANOPOLIS,2902500,,,,
290260,BAIXA GRANDE,2902609,,,,
290265,BANZAE,2902658,,,,
290270,BARRA,2902708,,,,
290280,BARRA DA ESTIVA,2902807,,,,
290290,BARRA DO CHOCA,2902906,,,,
290300,BARRA DO MENDES,2903003,,,,
290310,BARRA DO ROCHA,2903102,,,,
290320,BARREIRAS,2903201,,,,
290323,BARRO ALTO,2903235,,,,
290327,BARROCAS,2903276,,,,
290330,BARRO PRETO,2903300,,,,
290340,BELMONTE,2903409,,,,
290350,BELO CAMPO,2903508,,,,
290360,BIRITINGA,2903607,,,,
290370,BOA NOVA,2903706,,,,
290380,BOA VISTA DO TUPIM,2903805,,,,
290390,BOM JESUS DA LAPA,2903904,,,,
290395,BOM JESUS DA SERRA,2903953,,,,
290400,BONINAL,2904001,,,,
290405,BONITO,2904050,,,,
290410,BOQUIRA,2904100,,,,
290420,BOTUPORA,2904209,,,,
290430,BREJOES,2904308,,,,
290440,BREJOLANDIA,2904407,,,,
290450,BROTAS DE MACAUBAS,2904506,,,,
290460,BRUMADO,2904605,,,,
290470,BUERAREMA,2904704,,,,
290475,BURITIRAMA,2904753,,,,
290480,CAATIBA,2904803,,,,
290485,CABACEIRAS DO PARAGUACU,2904852,,,,
290490,CACHOEIRA,2904902,,,,
290500,CACULE,2905008,,,,
290510,CAEM,2905107,,,,
290515,CAETANOS,2905156,,,,
290520,CAETITE,2905206,,,,
290530,CAFARNAUM,2905305,,,,
290540,CAIRU,2905404,,,,
290550,CALDEIRAO GRANDE,2905503,,,,
290560,CAMACAN,2905602,,,,
290570,CAMACARI,2905701,,,,
290580,CAMAMU,2905800,,,,
290590,CAMPO ALEGRE DE LOURDES,2905909,,,,
290600,CAMPO FORMOSO,2906006,,,,
290610,CANAPOLIS,2906105,,,,
290620,CANARANA,2906204,,,,
290630,CANAVIEIRAS,2906303,,,,
290640,CANDEAL,2906402,,,,
290650,CANDEIAS,2906501,,,,
290660,CANDIBA,2906600,,,,
290670,CANDIDO SALES,2906709,,,,
290680,CANSANCAO,2906808,,,,
290682,CANUDOS,2906824,,,,
290685,CAPELA DO ALTO ALEGRE,2906857,,,,
290687,CAPIM GROSSO,2906873,,,,
290689,CARAIBAS,2906899,,,,
290690,CARAVELAS,2906907,,,,
290700,CARDEAL DA SILVA,2907004,,,,
290710,CARINHANHA,2907103,,,,
290720,CASA NOVA,2907202,,,,
290730,CASTRO ALVES,2907301,,,,
290740,CATOLANDIA,2907400,,,,
290750,CATU,2907509,,,,
290755,CATURAMA,2907558,,,,
290760,CENTRAL,2907608,,,,
290770,CHORROCHO,2907707,,,,
290780,CICERO DANTAS,2907806,,,,
290790,CIPO,2907905,,,,
290800,COARACI,2908002,,,,
290810,COCOS,2908101,,,,
290820,CONCEICAO DA FEIRA,2908200,,,,
290830,CONCEICAO DO ALMEIDA,2908309,,,,
290840,CONCEICAO DO COITE,2908408,,,,
290850,CONCEICAO DO JACUIPE,2908507,,,,
290860,CONDE,2908606,,,,
290870,CONDEUBA,2908705,,,,
290880,CONTENDAS DO SINCORA,2908804,,,,
290890,CORACAO DE MARIA,2908903,,,,
290900,CORDEIROS,2909000,,,,
290910,CORIBE,2909109,,,,
290920,CORONEL JOAO SA,2909208,,,,
290930,CORRENTINA,2909307,,,,
290940,COTEGIPE,2909406,,,,
290950,CRAVOLANDIA,2909505,,,,
290960,CRISOPOLIS,2909604,,,,
290970,CRISTOPOLIS,2909703,,,,
290980,CRUZ DAS ALMAS,2909802,,,,
290990,CURACA,2909901,,,,
291000,DARIO MEIRA,2910008,,,,
291005,DIAS D'AVILA,2910057,,,,
291010,DOM BASILIO,2910107,,,,
291020,DOM MACEDO COSTA,2910206,,,,
291030,ELISIO MEDRADO,2910305,,,,
291040,ENCRUZILHADA,2910404,,,,
291050,ENTRE RIOS,2910503,,,,
291060,ESPLANADA,2910602,,,,
291070,EUCLIDES DA CUNHA,2910701,,,,
291072,EUNAPOLIS,2910727,,,,
291075,FATIMA,2910750,,,,
291077,FEIRA DA MATA,2910776,,,,
291080,FEIRA DE SANTANA,2910800,,,,
291085,FILADELFIA,2910859,,,,
291090,FIRMINO ALVES,2910909,,,,
291100,FLORESTA AZUL,2911006,,,,
291110,FORMOSA DO RIO PRETO,2911105,,,,
291120,GANDU,2911204,,,,
291125,GAVIAO,2911253,,,,
291130,GENTIO DO OURO,2911303,,,,
291140,GLORIA,2911402,,,,
291150,GONGOGI,2911501,,,,
291160,GOVERNADOR MANGABEIRA,2911600,,,,
291165,GUAJERU,2911659,,,,
291170,GUANAMBI,2911709,,,,
291180,GUARATINGA,2911808,,,,
291185,HELIOPOLIS,2911857,,,,
291190,IACU,2911907,,,,
291200,IBIASSUCE,2912004,,,,
291210,IBICARAI,2912103,,,,
291220,IBICOARA,2912202,,,,
291230,IBICUI,2912301,,,,
291240,IBIPEBA,2912400,,,,
291250,IBIPITANGA,2912509,,,,
291260,IBIQUERA,2912608,,,,
291270,IBIRAPITANGA,2912707,,,,
291280,IBIRAPUA,2912806,,,,
291290,IBIRATAIA,2912905,,,,
291300,IBITIARA,2913002,,,,
291310,IBITITA,2913101,,,,
291320,IBOTIRAMA,2913200,,,,
291330,ICHU,2913309,,,,
291340,IGAPORA,2913408,,,,
291345,IGRAPIUNA,2913457,,,,
291350,IGUAI,2913507,,,,
291360,ILHEUS,2913606,,,,
291370,INHAMBUPE,2913705,,,,
291380,IPECAETA,2913804,,,,
291390,IPIAU,2913903,,,,
291400,IPIRA,2914000,,,,
291410,IPUPIARA,2914109,,,,
291420,IRAJUBA,2914208,,,,
291430,IRAMAIA,2914307,,,,
291440,IRAQUARA,2914406,,,,
291450,IRARA,2914505,,,,
291460,IRECE,2914604,,,,
291465,ITABELA,2914653,,,,
291470,ITABERABA,2914703,,,,
291480,ITABUNA,2914802,,,,
291490,ITACARE,2914901,,,,
291500,ITAETE,2915007,,,,
291510,ITAGI,2915106,,,,
291520,ITAGIBA,2915205,,,,
291530,ITAGIMIRIM,2915304,,,,
291535,ITAGUACU DA BAHIA,2915353,,,,
291540,ITAJU DO COLONIA,2915403,,,,
291550,ITAJUIPE,2915502,,,,
291560,ITAMARAJU,2915601,,,,
291570,ITAMARI,2915700,,,,
291580,ITAMBE,2915809,,,,
291590,ITANAGRA,2915908,,,,
291600,ITANHEM,2916005,,,,
291610,ITAPARICA,2916104,,,,
291620,ITAPE,2916203,,,,
291630,ITAPEBI,2916302,,,,
291640,ITAPETINGA,2916401,,,,
291650,ITAPICURU,2916500,,,,
291660,ITAPITANGA,2916609,,,,
291670,ITAQUARA,2916708,,,,
291680,ITARANTIM,2916807,,,,
291685,ITATIM,2916856,,,,
291690,ITIRUCU,2916906,,,,
291700,ITIUBA,2917003,,,,
291710,ITORORO,2917102,,,,
291720,ITUACU,2917201,,,,
291730,ITUBERA,2917300,,,,
291733,IUIU,2917334,,,,
291735,JABORANDI,2917359,,,,
291740,JACARACI,2917409,,,,
291750,JACOBINA,2917508,,,,
291760,JAGUAQUARA,2917607,,,,
291770,JAGUARARI,2917706,,,,
291780,JAGUARIPE,2917805,,,,
291790,JANDAIRA,2917904,,,,
291800,JEQUIE,2918001,,,,
291810,JEREMOABO,2918100,,,,
291820,JIQUIRICA,2918209,,,,
291830,JITAUNA,2918308,,,,
291835,JOAO DOURADO,2918357,,,,
291840,JUAZEIRO,2918407,,,,
291845,JUCURUCU,2918456,,,,
291850,JUSSARA,2918506,,,,
291855,JUSSARI,2918555,,,,
291860,JUSSIAPE,2918605,,,,
291870,LAFAIETE COUTINHO,2918704,,,,
291875,LAGOA REAL,2918753,,,,
291880,LAJE,2918803,,,,
291890,LAJEDAO,2918902,,,,
291900,LAJEDINHO,2919009,,,,
