SIHcode,City name,IBGE code,,,,
314760,PASSA QUATRO,3147600,,,,
314770,PASSA TEMPO,3147709,,,,
314780,PASSA-VINTE,3147808,,,,
314790,PASSOS,3147907,,,,
314795,PATIS,3147956,,,,
314800,PATOS DE MINAS,3148004,,,,
314810,PATROCINIO,3148103,,,,
314820,PATROCINIO DO MURIAE,3148202,,,,
314830,PAULA CANDIDO,3148301,,,,
314840,PAULISTAS,3148400,,,,
314850,PAVAO,3148509,,,,
314860,PECANHA,3148608,,,,
314870,PEDRA AZUL,3148707,,,,
314875,PEDRA BONITA,3148756,,,,
314880,PEDRA DO ANTA,3148806,,,,
314890,PEDRA DO INDAIA,3148905,,,,
314900,PEDRA DOURADA,3149002,,,,
314910,PEDRALVA,3149101,,,,
314915,PEDRAS DE MARIA DA CRUZ,3149150,,,,
314920,PEDRINOPOLIS,3149200,,,,
314930,PEDRO LEOPOLDO,3149309,,,,
314940,PEDRO TEIXEIRA,3149408,,,,
314950,PEQUERI,3149507,,,,
314960,PEQUI,3149606,,,,
314970,PERDIGAO,3149705,,,,
314980,PERDIZES,3149804,,,,
314990,PERDOES,3149903,,,,
314995,PERIQUITO,3149952,,,,
315000,PESCADOR,3150000,,,,
315010,PIAU,3150109,,,,
315015,PIEDADE DE CARATINGA,3150158,,,,
315020,PIEDADE DE PONTE NOVA,3150208,,,,
315030,PIEDADE DO RIO GRANDE,3150307,,,,
315040,PIEDADE DOS GERAIS,3150406,,,,
315050,PIMENTA,3150505,,,,
315053,PINGO-D'AGUA,3150539,,,,
315057,PINTOPOLIS,3150570,,,,
315060,PIRACEMA,3150604,,,,
315070,PIRAJUBA,3150703,,,,
315080,PIRANGA,3150802,,,,
315090,PIRANGUCU,3150901,,,,
315100,PIRANGUINHO,3151008,,,,
315110,PIRAPETINGA,3151107,,,,
315120,PIRAPORA,3151206,,,,
315130,PIRAUBA,3151305,,,,
315140,PITANGUI,3151404,,,,
315150,PIUMHI,3151503,,,,
315160,PLANURA,3151602,,,,
315170,POCO FUNDO,3151701,,,,
315180,POCOS DE CALDAS,3151800,,,,
315190,POCRANE,3151909,,,,
315200,POMPEU,3152006,,,,
315210,PONTE NOVA,3152105,,,,
315213,PONTO CHIQUE,3152131,,,,
315217,PONTO DOS VOLANTES,3152170,,,,
315220,PORTEIRINHA,3152204,,,,
315230,PORTO FIRME,3152303,,,,
315240,POTE,3152402,,,,
315250,POUSO ALEGRE,3152501,,,,
315260,POUSO ALTO,3152600,,,,
315270,PRADOS,3152709,,,,
315280,PRATA,3152808,,,,
315290,PRATAPOLIS,3152907,,,,
315300,PRATINHA,3153004,,,,
315310,PRESIDENTE BERNARDES,3153103,,,,
315320,PRESIDENTE JUSCELINO,2109205,,,,
315330,PRESIDENTE KUBITSCHEK,3153301,,,,
315340,PRESIDENTE OLEGARIO,3153400,,,,
315350,ALTO JEQUITIBA,3153509,,,,
315360,PRUDENTE DE MORAIS,3153608,,,,
315370,QUARTEL GERAL,3153707,,,,
315380,QUELUZITO,3153806,,,,
315390,RAPOSOS,3153905,,,,
315400,RAUL SOARES,3154002,,,,
315410,RECREIO,3154101,,,,
315415,REDUTO,3154150,,,,
315420,RESENDE COSTA,3154200,,,,
315430,RESPLENDOR,3154309,,,,
315440,RESSAQUINHA,3154408,,,,
315445,RIACHINHO,3154457,,,,
315450,RIACHO DOS MACHADOS,3154507,,,,
315460,RIBEIRAO DAS NEVES,3154606,,,,
315470,RIBEIRAO VERMELHO,3154705,,,,
315480,RIO ACIMA,3154804,,,,
315490,RIO CASCA,3154903,,,,
315500,RIO DOCE,3155009,,,,
315510,RIO DO PRADO,3155108,,,,
315520,RIO ESPERA,3155207,,,,
315530,RIO MANSO,3155306,,,,
315540,RIO NOVO,3155405,,,,
315550,RIO PARANAIBA,3155504,,,,
315560,RIO PARDO DE MINAS,3155603,,,,
315570,RIO PIRACICABA,3155702,,,,
315580,RIO POMBA,3155801,,,,
315590,RIO PRETO,3155900,,,,
315600,RIO VERMELHO,3156007,,,,
315610,RITAPOLIS,3156106,,,,
315620,ROCHEDO DE MINAS,3156205,,,,
315630,RODEIRO,3156304,,,,
315640,ROMARIA,3156403,,,,
315645,ROSARIO DA LIMEIRA,3156452,,,,
315650,RUBELITA,3156502,,,,
315660,RUBIM,3156601,,,,
315670,SABARA,3156700,,,,
315680,SABINOPOLIS,3156809,,,,
315690,SACRAMENTO,3156908,,,,
315700,SALINAS,3157005,,,,
315710,SALTO DA DIVISA,3157104,,,,
315720,SANTA BARBARA,2927507,,,,
315725,SANTA BARBARA DO LESTE,3157252,,,,
315727,SANTA BARBARA DO MONTE VERDE,3157278,,,,
315730,SANTA BARBARA DO TUGURIO,3157302,,,,
315733,SANTA CRUZ DE MINAS,3157336,,,,
315737,SANTA CRUZ DE SALINAS,3157377,,,,
315740,SANTA CRUZ DO ESCALVADO,3157401,,,,
315750,SANTA EFIGENIA DE MINAS,3157500,,,,
315760,SANTA FE DE MINAS,3157609,,,,
315765,SANTA HELENA DE MINAS,3157658,,,,
315770,SANTA JULIANA,3157708,,,,
315780,SANTA LUZIA,2928059,,,,
315790,SANTA MARGARIDA,3157906,,,,
315800,SANTA MARIA DE ITABIRA,3158003,,,,
315810,SANTA MARIA DO SALTO,3158102,,,,
315820,SANTA MARIA DO SUACUI,3158201,,,,
315830,SANTANA DA VARGEM,3158300,,,,
315840,SANTANA DE CATAGUASES,3158409,,,,
315850,SANTANA DE PIRAPAMA,3158508,,,,
315860,SANTANA DO DESERTO,3158607,,,,
315870,SANTANA DO GARAMBEU,3158706,,,,
315880,SANTANA DO JACARE,3158805,,,,
315890,SANTANA DO MANHUACU,3158904,,,,
315895,SANTANA DO PARAISO,3158953,,,,
315900,SANTANA DO RIACHO,3159001,,,,
315910,SANTANA DOS MONTES,3159100,,,,
315920,SANTA RITA DE CALDAS,3159209,,,,
315930,SANTA RITA DE JACUTINGA,3159308,,,,
315935,SANTA RITA DE MINAS,3159357,,,,
315940,SANTA RITA DE IBITIPOCA,3159407,,,,
315950,SANTA RITA DO ITUETO,3159506,,,,
315960,SANTA RITA DO SAPUCAI,3159605,,,,
315970,SANTA ROSA DA SERRA,3159704,,,,
315980,SANTA VITORIA,3159803,,,,
315990,SANTO ANTONIO DO AMPARO,3159902,,,,
316000,SANTO ANTONIO DO AVENTUREIRO,3160009,,,,
316010,SANTO ANTONIO DO GRAMA,3160108,,,,
316020,SANTO ANTONIO DO ITAMBE,3160207,,,,
316030,SANTO ANTONIO DO JACINTO,3160306,,,,
316040,SANTO ANTONIO DO MONTE,3160405,,,,
316045,SANTO ANTONIO DO RETIRO,3160454,,,,
316050,SANTO ANTONIO DO RIO ABAIXO,3160504,,,,
316060,SANTO HIPOLITO,3160603,,,,
316070,SANTOS DUMONT,3160702,,,,
316080,SAO BENTO ABADE,3160801,,,,
316090,SAO BRAS DO SUACUI,3160900,,,,
316095,SAO DOMINGOS DAS DORES,3160959,,,,
316100,SAO DOMINGOS DO PRATA,3161007,,,,
316105,SAO FELIX DE MINAS,3161056,,,,
316110,SAO FRANCISCO,3161106,,,,
316120,SAO FRANCISCO DE PAULA,3161205,,,,
316130,SAO FRANCISCO DE SALES,3161304,,,,
316140,SAO FRANCISCO DO GLORIA,3161403,,,,
316150,SAO GERALDO,3161502,,,,
316160,SAO GERALDO DA PIEDADE,3161601,,,,
316165,SAO GERALDO DO BAIXIO,3161650,,,,
316170,SAO GONCALO DO ABAETE,3161700,,,,
316180,SAO GONCALO DO PARA,3161809,,,,
316190,SAO GONCALO DO RIO ABAIXO,3161908,,,,
316200,SAO GONCALO DO SAPUCAI,3162005,,,,
316210,SAO GOTARDO,3162104,,,,
316220,SAO JOAO BATISTA DO GLORIA,3162203,,,,
316225,SAO JOAO DA LAGOA,3162252,,,,
316230,SAO JOAO DA MATA,3162302,,,,
316240,SAO JOAO DA PONTE,3162401,,,,
316245,SAO JOAO DAS MISSOES,3162450,,,,
316250,SAO JOAO DEL REI,3162500,,,,
316255,SAO JOAO DO MANHUACU,3162559,,,,
316257,SAO JOAO DO MANTENINHA,3162575,,,,
316260,SAO JOAO DO ORIENTE,3162609,,,,
316265,SAO JOAO DO PACUI,3162658,,,,
316270,SAO JOAO DO PARAISO,2111052,,,,
316280,SAO JOAO EVANGELISTA,3162807,,,,
316290,SAO JOAO NEPOMUCENO,3162906,,,,
316292,SAO JOAQUIM DE BICAS,3162922,,,,
316294,SAO JOSE DA BARRA,3162948,,,,
316295,SAO JOSE DA LAPA,3162955,,,,
316300,SAO JOSE DA SAFIRA,3163003,,,,
316310,SAO JOSE DA VARGINHA,3163102,,,,
316320,SAO JOSE DO ALEGRE,3163201,,,,
316330,SAO JOSE DO DIVINO,3163300,,,,
316340,SAO JOSE DO GOIABAL,3163409,,,,
316350,SAO JOSE DO JACURI,3163508,,,,
316360,SAO JOSE DO MANTIMENTO,3163607,,,,
316370,SAO LOURENCO,3163706,,,,
316380,SAO MIGUEL DO ANTA,3163805,,,,
316390,SAO PEDRO DA UNIAO,3163904,,,,
316400,SAO PEDRO DOS FERROS,3164001,,,,
316410,SAO PEDRO DO SUACUI,3164100,,,,
316420,SAO ROMAO,3164209,,,,
316430,SAO ROQUE DE MINAS,3164308,,,,
316440,SAO SEBASTIAO DA BELA VISTA,3164407,,,,
316443,SAO SEBASTIAO DA VARGEM ALEGRE,3164431,,,,
316447,SAO SEBASTIAO DO ANTA,3164472,,,,
316450,SAO SEBASTIAO DO MARANHAO,3164506,,,,
316460,SAO SEBASTIAO DO OESTE,3164605,,,,
316470,SAO SEBASTIAO DO PARAISO,3164704,,,,
316480,SAO SEBASTIAO DO RIO PRETO,3164803,,,,
316490,SAO SEBASTIAO DO RIO VERDE,3164902,,,,
316500,SAO TIAGO,3165008,,,,
316510,SAO TOMAS DE AQUINO,3165107,,,,
316520,SAO THOME DAS LETRAS,3165206,,,,
316530,SAO VICENTE DE MINAS,3165305,,,,
316540,SAPUCAI-MIRIM,3165404,,,,
316550,SARDOA,3165503,,,,
316553,SARZEDO,3165537,,,,
316555,SETUBINHA,3165552,,,,
316556,SEM-PEIXE,3165560,,,,
316557,SENADOR AMARAL,3165578,,,,
316560,SENADOR CORTES,3165602,,,,
316570,SENADOR FIRMINO,3165701,,,,
316580,SENADOR JOSE BENTO,3165800,,,,
316590,SENADOR MODESTINO GONCALVES,3165909,,,,
316600,SENHORA DE OLIVEIRA,3166006,,,,
316610,SENHORA DO PORTO,3166105,,,,
316620,SENHORA DOS REMEDIOS,3166204,,,,
316630,SERICITA,3166303,,,,
316640,SERITINGA,3166402,,,,
316650,SERRA AZUL DE MINAS,3166501,,,,
316660,SERRA DA SAUDADE,3166600,,,,
316670,SERRA DOS AIMORES,3166709,,,,
316680,SERRA DO SALITRE,3166808,,,,
316690,SERRANIA,3166907,,,,
316695,SERRANOPOLIS DE MINAS,3166956,,,,
316700,SERRANOS,3167004,,,,
316710,SERRO,3167103,,,,
316720,SETE LAGOAS,3167202,,,,
316730,SILVEIRANIA,3167301,,,,
316740,SILVIANOPOLIS,3167400,,,,
316750,SIMAO PEREIRA,3167509,,,,
316760,SIMONESIA,3167608,,,,
316770,SOBRALIA,3167707,,,,
316780,SOLEDADE DE MINAS,3167806,,,,
316790,TABULEIRO,3167905,,,,
316800,TAIOBEIRAS,3168002,,,,
316805,TAPARUBA,3168051,,,,
316810,TAPIRA,3168101,,,,
316820,TAPIRAI,3168200,,,,
316830,TAQUARACU DE MINAS,3168309,,,,
316840,TARUMIRIM,3168408,,,,
316850,TEIXEIRAS,3168507,,,,
316860,TEOFILO OTONI,3168606,,,,
316870,TIMOTEO,3168705,,,,
316880,TIRADENTES,3168804,,,,
316890,TIROS,3168903,,,,
316900,TOCANTINS,3169000,,,,
316905,TOCOS DO MOJI,3169059,,,,
316910,TOLEDO,3169109,,,,
316920,TOMBOS,3169208,,,,
316930,TRES CORACOES,3169307,,,,
316935,TRES MARIAS,3169356,,,,
316940,TRES PONTAS,3169406,,,,
316950,TUMIRITINGA,3169505,,,,
316960,TUPACIGUARA,3169604,,,,
316970,TURMALINA,3169703,,,,
316980,TURVOLANDIA,3169802,,,,
316990,UBA,3169901,,,,
317000,UBAI,3170008,,,,
317005,UBAPORANGA,3170057,,,,
317010,UBERABA,3170107,,,,
317020,UBERLANDIA,3170206,,,,
317030,UMBURATIBA,3170305,,,,
317040,UNAI,3170404,,,,
317043,UNIAO DE MINAS,3170438,,,,
317047,URUANA DE MINAS,3170479,,,,
317050,URUCANIA,3170503,,,,
317052,URUCUIA,3170529,,,,
317057,VARGEM ALEGRE,3170578,,,,
317060,VARGEM BONITA,3170602,,,,
317065,VARGEM GRANDE DO RIO PARDO,3170651,,,,
317070,VARGINHA,3170701,,,,
317075,VARJAO DE MINAS,3170750,,,,
317080,VARZEA DA PALMA,3170800,,,,
317090,VARZELANDIA,3170909,,,,
317100,VAZANTE,3171006,,,,
317103,VERDELANDIA,3171030,,,,
317107,VEREDINHA,3171071,,,,
317110,VERISSIMO,3171105,,,,
317115,VERMELHO NOVO,3171154,,,,
317120,VESPASIANO,3171204,,,,
317130,VICOSA,2709400,,,,
317140,VIEIRAS,3171402,,,,
317150,MATHIAS LOBATO,3171501,,,,
317160,VIRGEM DA LAPA,3171600,,,,
317170,VIRGINIA,3171709,,,,
317180,VIRGINOPOLIS,3171808,,,,
317190,VIRGOLANDIA,3171907,,,,
317200,VISCONDE DO RIO BRANCO,3172004,,,,
317210,VOLTA GRANDE,3172103,,,,
317220,WENCESLAU BRAZ,3172202,,,,
320010,AFONSO CLAUDIO,3200102,,,,
320013,AGUIA BRANCA,3200136,,,,
320016,AGUA DOCE DO NORTE,3200169,,,,
320020,ALEGRE,3200201,,,,
320030,ALFREDO CHAVES,3200300,,,,
320035,ALTO RIO NOVO,3200359,,,,
320040,ANCHIETA,3200409,,,,
320050,APIACA,3200508,,,,
320060,ARACRUZ,3200607,,,,
320070,ATILIO VIVACQUA,3200706,,,,
320080,BAIXO GUANDU,3200805,,,,
320090,BARRA DE SAO FRANCISCO,3200904,,,,
320100,BOA ESPERANCA,3201001,,,,
320110,BOM JESUS DO NORTE,3201100,,,,
320115,BREJETUBA,3201159,,,,
320120,CACHOEIRO DE ITAPEMIRIM,3201209,,,,
320130,CARIACICA,3201308,,,,
320140,CASTELO,3201407,,,,
320150,COLATINA,3201506,,,,
320160,CONCEICAO DA BARRA,3201605,,,,
320170,CONCEICAO DO CASTELO,3201704,,,,
320180,DIVINO DE SAO LOURENCO,3201803,,,,
320190,DOMINGOS MARTINS,3201902,,,,
320200,DORES DO RIO PRETO,3202009,,,,
320210,ECOPORANGA,3202108,,,,
320220,FUNDAO,3202207,,,,
320225,GOVERNADOR LINDENBERG,3202256,,,,
320230,GUACUI,3202306,,,,
320240,GUARAPARI,3202405,,,,
320245,IBATIBA,3202454,,,,
320250,IBIRACU,3202504,,,,
320255,IBITIRAMA,3202553,,,,
320260,ICONHA,3202603,,,,
320265,IRUPI,3202652,,,,
320270,ITAGUACU,3202702,,,,
320280,ITAPEMIRIM,3202801,,,,
320290,ITARANA,3202900,,,,
320300,IUNA,3203007,,,,
320305,JAGUARE,3203056,,,,
320310,JERONIMO MONTEIRO,3203106,,,,
320313,JOAO NEIVA,3203130,,,,
320316,LARANJA DA TERRA,3203163,,,,
320320,LINHARES,3203205,,,,
320330,MANTENOPOLIS,3203304,,,,
320332,MARATAIZES,3203320,,,,
320334,MARECHAL FLORIANO,3203346,,,,
320335,MARILANDIA,3203353,,,,
320340,MIMOSO DO SUL,3203403,,,,
320350,MONTANHA,3203502,,,,
320360,MUCURICI,3203601,,,,
320370,MUNIZ FREIRE,3203700,,,,
320380,MUQUI,3203809,,,,
320390,NOVA VENECIA,3203908,,,,
320400,PANCAS,3204005,,,,
320405,PEDRO CANARIO,3204054,,,,
320410,PINHEIROS,3204104,,,,
320420,PIUMA,3204203,,,,
320425,PONTO BELO,3204252,,,,
320430,PRESIDENTE KENNEDY,3204302,,,,
320435,RIO BANANAL,3204351,,,,
320440,RIO NOVO DO SUL,3204401,,,,
320450,SANTA LEOPOLDINA,3204500,,,,
320455,SANTA MARIA DE JETIBA,3204559,,,,
320460,SANTA TERESA,3204609,,,,
320465,SAO DOMINGOS DO NORTE,3204658,,,,
320470,SAO GABRIEL DA PALHA,3204708,,,,
320480,SAO JOSE DO CALCADO,3204807,,,,
320490,SAO MATEUS,3204906,,,,
320495,SAO ROQUE DO CANAA,3204955,,,,
320500,SERRA,3205002,,,,
320501,SOORETAMA,3205010,,,,
320503,VARGEM ALTA,3205036,,,,
320506,VENDA NOVA DO IMIGRANTE,3205069,,,,
320510,VIANA,3205101,,,,
320515,VILA PAVAO,3205150,,,,
320517,VILA VALERIO,3205176,,,,
320520,VILA VELHA,3205200,,,,
320530,VITORIA,3205309,,,,
330010,ANGRA DOS REIS,3300100,,,,
330015,APERIBE,3300159,,,,
330020,ARARUAMA,3300209,,,,
330022,AREAL,3300225,,,,
330023,ARMACAO DOS BUZIOS,3300233,,,,
330025,ARRAIAL DO CABO,3300258,,,,
330030,BARRA DO PIRAI,3300308,,,,
330040,BARRA MANSA,3300407,,,,
330045,BELFORD ROXO,3300456,,,,
330050,BOM JARDIM,2102002,,,,
330060,BOM JESUS DO ITABAPOANA,3300605,,,,
330070,CABO FRIO,3300704,,,,
330080,CACHOEIRAS DE MACACU,3300803,,,,
330090,CAMBUCI,3300902,,,,
330093,CARAPEBUS,3300936,,,,
330095,COMENDADOR LEVY GASPARIAN,3300951,,,,
330100,CAMPOS DOS GOYTACAZES,3301009,,,,
330110,CANTAGALO,3112059,,,,
330115,CARDOSO MOREIRA,3301157,,,,
330120,CARMO,3301207,,,,
330130,CASIMIRO DE ABREU,3301306,,,,
330140,CONCEICAO DE MACABU,3301405,,,,
330150,CORDEIRO,3301504,,,,
330160,DUAS BARRAS,3301603,,,,
330170,DUQUE DE CAXIAS,3301702,,,,
330180,ENGENHEIRO PAULO DE FRONTIN,3301801,,,,
330185,GUAPIMIRIM,3301850,,,,
330187,IGUABA GRANDE,3301876,,,,
330190,ITABORAI,3301900,,,,
330200,ITAGUAI,3302007,,,,
330205,ITALVA,3302056,,,,
330210,ITAOCARA,3302106,,,,
330220,ITAPERUNA,3302205,,,,
330225,ITATIAIA,3302254,,,,
330227,JAPERI,3302270,,,,
330230,LAJE DO MURIAE,3302304,,,,
330240,MACAE,3302403,,,,
330245,MACUCO,3302452,,,,
330250,MAGE,3302502,,,,
330260,MANGARATIBA,3302601,,,,
330270,MARICA,3302700,,,,
330280,MENDES,3302809,,,,
330285,MESQUITA,3141702,,,,
330290,MIGUEL PEREIRA,3302908,,,,
330300,MIRACEMA,3303005,,,,
330310,NATIVIDADE,3303104,,,,
330320,NILOPOLIS,3303203,,,,
330330,NITEROI,3303302,,,,
330340,NOVA FRIBURGO,3303401,,,,
330350,NOVA IGUACU,3303500,,,,
330360,PARACAMBI,3303609,,,,
330370,PARAIBA DO SUL,3303708,,,,
330380,PARATY,3303807,,,,
330385,PATY DO ALFERES,3303856,,,,
330390,PETROPOLIS,3303906,,,,
330395,PINHEIRAL,3303955,,,,
330400,PIRAI,3304003,,,,
330410,PORCIUNCULA,3304102,,,,
330411,PORTO REAL,3304110,,,,
330412,QUATIS,3304128,,,,
330414,QUEIMADOS,3304144,,,,
330415,QUISSAMA,3304151,,,,
330420,RESENDE,3304201,,,,
330430,RIO BONITO,3304300,,,,
330440,RIO CLARO,3304409,,,,
330450,RIO DAS FLORES,3304508,,,,
330452,RIO DAS OSTRAS,3304524,,,,
330455,RIO DE JANEIRO,3304557,,,,
330460,SANTA MARIA MADALENA,3304607,,,,
330470,SANTO ANTONIO DE PADUA,3304706,,,,
330475,SAO FRANCISCO DE ITABAPOANA,3304755,,,,
330480,SAO FIDELIS,3304805,,,,
330490,SAO GONCALO,3304904,,,,
330500,SAO JOAO DA BARRA,3305000,,,,
330510,SAO JOAO DE MERITI,3305109,,,,
330513,SAO JOSE DE UBA,3305133,,,,
330515,SAO JOSE DO VALE DO RIO PRETO,3305158,,,,
330520,SAO PEDRO DA ALDEIA,3305208,,,,
330530,SAO SEBASTIAO DO ALTO,3305307,,,,
330540,SAPUCAIA,1507755,,,,
330550,SAQUAREMA,3305505,,,,
330555,SEROPEDICA,3305554,,,,
330560,SILVA JARDIM,3305604,,,,
330570,SUMIDOURO,3305703,,,,
330575,TANGUA,3305752,,,,
330580,TERESOPOLIS,3305802,,,,
330590,TRAJANO DE MORAES,3305901,,,,
330600,TRES RIOS,3306008,,,,
330610,VALENCA,2932903,,,,
330615,VARRE-SAI,3306156,,,,
330620,VASSOURAS,3306206,,,,
330630,VOLTA REDONDA,3306305,,,,
350010,ADAMANTINA,3500105,,,,
350020,ADOLFO,3500204,,,,
350030,AGUAI,3500303,,,,
350040,AGUAS DA PRATA,3500402,,,,
350050,AGUAS DE LINDOIA,3500501,,,,
350055,AGUAS DE SANTA BARBARA,3500550,,,,
350060,AGUAS DE SAO PEDRO,3500600,,,,
350070,AGUDOS,3500709,,,,
350075,ALAMBARI,3500758,,,,
350080,ALFREDO MARCONDES,3500808,,,,
350090,ALTAIR,3500907,,,,
350100,ALTINOPOLIS,3501004,,,,
350110,ALTO ALEGRE,1400050,,,,
350115,ALUMINIO,3501152,,,,
350120,ALVARES FLORENCE,3501202,,,,
350130,ALVARES MACHADO,3501301,,,,
350140,ALVARO DE CARVALHO,3501400,,,,
350150,ALVINLANDIA,3501509,,,,
350160,AMERICANA,3501608,,,,
350170,AMERICO BRASILIENSE,3501707,,,,
350180,AMERICO DE CAMPOS,3501806,,,,
350190,AMPARO,2500734,,,,
350200,ANALANDIA,3502002,,,,
350210,ANDRADINA,3502101,,,,
350220,ANGATUBA,3502200,,,,
350230,ANHEMBI,3502309,,,,
350240,ANHUMAS,3502408,,,,
350250,APARECIDA,2500775,,,,
350260,APARECIDA D'OESTE,3502606,,,,
350270,APIAI,3502705,,,,
350275,ARACARIGUAMA,3502754,,,,
350280,ARACATUBA,3502804,,,,
350290,ARACOIABA DA SERRA,3502903,,,,
350300,ARAMINA,3503000,,,,
350310,ARANDU,3503109,,,,
350315,ARAPEI,3503158,,,,
350320,ARARAQUARA,3503208,,,,
350330,ARARAS,3503307,,,,
350335,ARCO-IRIS,3503356,,,,
350340,AREALVA,3503406,,,,
350350,AREIAS,3503505,,,,
350360,AREIOPOLIS,3503604,,,,
350370,ARIRANHA,3503703,,,,
350380,ARTUR NOGUEIRA,3503802,,,,
350390,ARUJA,3503901,,,,
350395,ASPASIA,3503950,,,,
350400,ASSIS,3504008,,,,
350410,ATIBAIA,3504107,,,,
350420,AURIFLAMA,3504206,,,,
350430,AVAI,3504305,,,,
350440,AVANHANDAVA,3504404,,,,
350450,AVARE,3504503,,,,
350460,BADY BASSITT,3504602,,,,
350470,BALBINOS,3504701,,,,
350480,BALSAMO,3504800,,,,
350490,BANANAL,3504909,,,,
350500,BARAO DE ANTONINA,3505005,,,,
350510,BARBOSA,3505104,,,,
350520,BARIRI,3505203,,,,
350530,BARRA BONITA,4202099,,,,
350535,BARRA DO CHAPEU,3505351,,,,
350540,BARRA DO TURVO,3505401,,,,
350550,BARRETOS,3505500,,,,
350560,BARRINHA,3505609,,,,
350570,BARUERI,3505708,,,,
350580,BASTOS,3505807,,,,
350590,BATATAIS,3505906,,,,
350600,BAURU,3506003,,,,
350610,BEBEDOURO,3506102,,,,
350620,BENTO DE ABREU,3506201,,,,
350630,BERNARDINO DE CAMPOS,3506300,,,,
350635,BERTIOGA,3506359,,,,
350640,BILAC,3506409,,,,
350650,BIRIGUI,3506508,,,,
350660,BIRITIBA-MIRIM,3506607,,,,
350670,BOA ESPERANCA DO SUL,3506706,,,,
350680,BOCAINA,2201804,,,,
350690,BOFETE,3506904,,,,
350700,BOITUVA,3507001,,,,
350710,BOM JESUS DOS PERDOES,3507100,,,,
350715,BOM SUCESSO DE ITARARE,3507159,,,,
350720,BORA,3507209,,,,
350730,BORACEIA,3507308,,,,
350740,BORBOREMA,2502706,,,,
350745,BOREBI,3507456,,,,
350750,BOTUCATU,3507506,,,,
350760,BRAGANCA PAULISTA,3507605,,,,
350770,BRAUNA,3507704,,,,
350775,BREJO ALEGRE,3507753,,,,
350780,BRODOWSKI,3507803,,,,
350790,BROTAS,3507902,,,,
350800,BURI,3508009,,,,
350810,BURITAMA,3508108,,,,
350820,BURITIZAL,3508207,,,,
350830,CABRALIA PAULISTA,3508306,,,,
350840,CABREUVA,3508405,,,,
350850,CACAPAVA,3508504,,,,
350860,CACHOEIRA PAULISTA,3508603,,,,
350870,CACONDE,3508702,,,,
350880,CAFELANDIA,4103453,,,,
350890,CAIABU,3508900,,,,
350900,CAIEIRAS,3509007,,,,
350910,CAIUA,3509106,,,,
350920,CAJAMAR,3509205,,,,
350925,CAJATI,3509254,,,,
350930,CAJOBI,3509304,,,,
350940,CAJURU,3509403,,,,
350945,CAMPINA DO MONTE ALEGRE,3509452,,,,
350950,CAMPINAS,3509502,,,,
350960,CAMPO LIMPO PAULISTA,3509601,,,,
350970,CAMPOS DO JORDAO,3509700,,,,
350980,CAMPOS NOVOS PAULISTA,3509809,,,,
350990,CANANEIA,3509908,,,,
350995,CANAS,3509957,,,,
351000,CANDIDO MOTA,3510005,,,,
351010,CANDIDO RODRIGUES,3510104,,,,
351015,CANITAR,3510153,,,,
351020,CAPAO BONITO,3510203,,,,
351030,CAPELA DO ALTO,3510302,,,,
351040,CAPIVARI,3510401,,,,
351050,CARAGUATATUBA,3510500,,,,
351060,CARAPICUIBA,3510609,,,,
351070,CARDOSO,3510708,,,,
351080,CASA BRANCA,3510807,,,,
351090,CASSIA DOS COQUEIROS,3510906,,,,
351100,CASTILHO,3511003,,,,
351110,CATANDUVA,3511102,,,,
351120,CATIGUA,3511201,,,,
351130,CEDRAL,2103109,,,,
351140,CERQUEIRA CESAR,3511409,,,,
351150,CERQUILHO,3511508,,,,
351160,CESARIO LANGE,3511607,,,,
351170,CHARQUEADA,3511706,,,,
351190,CLEMENTINA,3511904,,,,
351200,COLINA,3512001,,,,
351210,COLOMBIA,3512100,,,,
351220,CONCHAL,3512209,,,,
351230,CONCHAS,3512308,,,,
351240,CORDEIROPOLIS,3512407,,,,
351250,COROADOS,3512506,,,,
351260,CORONEL MACEDO,3512605,,,,
351270,CORUMBATAI,3512704,,,,
351280,COSMOPOLIS,3512803,,,,
351290,COSMORAMA,3512902,,,,
351300,COTIA,3513009,,,,
351310,CRAVINHOS,3513108,,,,
351320,CRISTAIS PAULISTA,3513207,,,,
351330,CRUZALIA,3513306,,,,
351340,CRUZEIRO,3513405,,,,
351350,CUBATAO,3513504,,,,
351360,CUNHA,3513603,,,,
351370,DESCALVADO,3513702,,,,
351380,DIADEMA,3513801,,,,
351385,DIRCE REIS,3513850,,,,
351390,DIVINOLANDIA,3513900,,,,
351400,DOBRADA,3514007,,,,
351410,DOIS CORREGOS,3514106,,,,
351420,DOLCINOPOLIS,3514205,,,,
351430,DOURADO,3514304,,,,
351440,DRACENA,3514403,,,,
351450,DUARTINA,3514502,,,,
351460,DUMONT,3514601,,,,
351470,ECHAPORA,3514700,,,,
351480,ELDORADO,5003751,,,,
351490,ELIAS FAUSTO,3514908,,,,
351492,ELISIARIO,3514924,,,,
351495,EMBAUBA,3514957,,,,
351500,EMBU DAS ARTES,3515004,,,,
351510,EMBU-GUACU,3515103,,,,
351512,EMILIANOPOLIS,3515129,,,,
351515,ENGENHEIRO COELHO,3515152,,,,
351518,ESPIRITO SANTO DO PINHAL,3515186,,,,
351519,ESPIRITO SANTO DO TURVO,3515194,,,,
351520,ESTRELA D'OESTE,3515202,,,,
351530,ESTRELA DO NORTE,5207501,,,,
